"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","key_press","test_part","next_elem","responses","question_order"
"2121.999999999971","","","survey-likert","121","216566","0.0-10.0-1.0","","","","{""Q0"":0}","[0]"
"2396","","","survey-multi-choice","122","218963","0.0-10.0-2.0","","","","{""Q0"":""I do not know""}","[0]"
"956.0000000000291","Okay, let's move to the next trial","0","html-button-response","123","219920","0.0-10.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","124","220722","0.0-11.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","125","221823","0.0-11.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","126","222925","0.0-11.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","127","224027","0.0-11.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","128","225128","0.0-11.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","129","226229","0.0-11.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","130","227331","0.0-11.0-0.0-0.6","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","131","228434","0.0-11.0-0.0-0.7","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","132","229536","0.0-11.0-0.0-0.8","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","133","230638","0.0-11.0-0.0-0.9","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","134","231741","0.0-11.0-0.0-0.10","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","135","232843","0.0-11.0-0.0-0.11","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","136","233945","0.0-11.0-0.0-0.12","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","137","235048","0.0-11.0-0.0-0.13","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","138","236150","0.0-11.0-0.0-0.14","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","139","237253","0.0-11.0-0.0-0.15","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","140","238355","0.0-11.0-0.0-0.16","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","141","239458","0.0-11.0-0.0-0.17","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","142","240561","0.0-11.0-0.0-0.18","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","143","241664","0.0-11.0-0.0-0.19","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","144","242766","0.0-11.0-0.0-0.20","null","test","C","",""
"442","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","145","243509","0.0-11.0-0.0-0.21","32","test","A","",""
"null","","","html-keyboard-response","146","243811","0.0-11.0-0.0-0.22","null","test","B","",""
"2384.000000000029","","","survey-likert","147","246195","0.0-11.0-1.0","","","","{""Q0"":0}","[0]"
"1122","","","survey-multi-choice","148","247318","0.0-11.0-2.0","","","","{""Q0"":""I do not know""}","[0]"
"871.9999999999709","Okay, let's move to the next trial","0","html-button-response","149","248192","0.0-11.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","150","248995","0.0-12.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","151","250097","0.0-12.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","152","251200","0.0-12.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","153","252303","0.0-12.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","154","253404","0.0-12.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","155","254506","0.0-12.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","156","255608","0.0-12.0-0.0-0.6","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","157","256710","0.0-12.0-0.0-0.7","null","test","B","",""
"667","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","158","257677","0.0-12.0-0.0-0.8","32","test","A","",""
"null","","","html-keyboard-response","159","257979","0.0-12.0-0.0-0.9","null","test","C","",""
"2663","","","survey-likert","160","260644","0.0-12.0-1.0","","","","{""Q0"":9}","[0]"
"1523","","","survey-multi-choice","161","262167","0.0-12.0-2.0","","","","{""Q0"":""A""}","[0]"
"871","Correct! + $1","0","html-button-response","162","263041","0.0-12.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","163","263841","0.0-13.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","164","264944","0.0-13.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","165","266045","0.0-13.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","166","267146","0.0-13.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","167","268248","0.0-13.0-0.0-0.4","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","168","269351","0.0-13.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","169","270453","0.0-13.0-0.0-0.6","null","test","C","",""
"517","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","170","271271","0.0-13.0-0.0-0.7","32","test","B","",""
"null","","","html-keyboard-response","171","271573","0.0-13.0-0.0-0.8","null","test","C","",""
"2482.999999999942","","","survey-likert","172","274057","0.0-13.0-1.0","","","","{""Q0"":9}","[0]"
"1498","","","survey-multi-choice","173","275556","0.0-13.0-2.0","","","","{""Q0"":""B""}","[0]"
"658","Correct! + $1","0","html-button-response","174","276216","0.0-13.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","175","277018","0.0-14.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","176","278121","0.0-14.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","177","279222","0.0-14.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","178","280325","0.0-14.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","179","281427","0.0-14.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","180","282529","0.0-14.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","181","283633","0.0-14.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","182","284736","0.0-14.0-0.0-0.7","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","183","285837","0.0-14.0-0.0-0.8","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","184","286940","0.0-14.0-0.0-0.9","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","185","288042","0.0-14.0-0.0-0.10","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","186","289144","0.0-14.0-0.0-0.11","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","187","290247","0.0-14.0-0.0-0.12","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","188","291348","0.0-14.0-0.0-0.13","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","189","292449","0.0-14.0-0.0-0.14","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","190","293552","0.0-14.0-0.0-0.15","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","191","294654","0.0-14.0-0.0-0.16","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","192","295755","0.0-14.0-0.0-0.17","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","193","296857","0.0-14.0-0.0-0.18","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","194","297958","0.0-14.0-0.0-0.19","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","195","299059","0.0-14.0-0.0-0.20","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","196","300161","0.0-14.0-0.0-0.21","null","test","C","",""
"293","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","197","300755","0.0-14.0-0.0-0.22","32","test","C","",""
"null","","","html-keyboard-response","198","301058","0.0-14.0-0.0-0.23","null","test","A","",""
"3018","","","survey-likert","199","304077","0.0-14.0-1.0","","","","{""Q0"":0}","[0]"
"2125","","","survey-multi-choice","200","306203","0.0-14.0-2.0","","","","{""Q0"":""I do not know""}","[0]"
"1382","Okay, let's move to the next trial","0","html-button-response","201","307586","0.0-14.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","202","308387","0.0-15.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","203","309488","0.0-15.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","204","310590","0.0-15.0-0.0-0.2","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","205","311691","0.0-15.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","206","312793","0.0-15.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","207","313895","0.0-15.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","208","314996","0.0-15.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","209","316098","0.0-15.0-0.0-0.7","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","210","317199","0.0-15.0-0.0-0.8","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","211","318302","0.0-15.0-0.0-0.9","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","212","319406","0.0-15.0-0.0-0.10","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","213","320507","0.0-15.0-0.0-0.11","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","214","321609","0.0-15.0-0.0-0.12","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","215","322711","0.0-15.0-0.0-0.13","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","216","323813","0.0-15.0-0.0-0.14","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","217","324914","0.0-15.0-0.0-0.15","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","218","326015","0.0-15.0-0.0-0.16","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","219","327118","0.0-15.0-0.0-0.17","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","220","328220","0.0-15.0-0.0-0.18","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","221","329322","0.0-15.0-0.0-0.19","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","222","330424","0.0-15.0-0.0-0.20","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","223","331525","0.0-15.0-0.0-0.21","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","224","332628","0.0-15.0-0.0-0.22","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","225","333730","0.0-15.0-0.0-0.23","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","226","334831","0.0-15.0-0.0-0.24","null","test","C","",""
"473","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","227","335605","0.0-15.0-0.0-0.25","32","test","C","",""
"null","","","html-keyboard-response","228","335907","0.0-15.0-0.0-0.26","null","test","C","",""
"2139","","","survey-likert","229","338047","0.0-15.0-1.0","","","","{""Q0"":0}","[0]"
"1496","","","survey-multi-choice","230","339544","0.0-15.0-2.0","","","","{""Q0"":""I do not know""}","[0]"
"858.0000000000582","Okay, let's move to the next trial","0","html-button-response","231","340403","0.0-15.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","232","341205","0.0-16.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","233","342306","0.0-16.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","234","343408","0.0-16.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","235","344510","0.0-16.0-0.0-0.3","null","test","C","",""
"522","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","236","345334","0.0-16.0-0.0-0.4","32","test","C","",""
"null","","","html-keyboard-response","237","345637","0.0-16.0-0.0-0.5","null","test","C","",""
"4245","","","survey-likert","238","349883","0.0-16.0-1.0","","","","{""Q0"":9}","[0]"
"2707","","","survey-multi-choice","239","352591","0.0-16.0-2.0","","","","{""Q0"":""C""}","[0]"
"744","Correct! + $1","0","html-button-response","240","353336","0.0-16.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","241","354137","0.0-17.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","242","355238","0.0-17.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","243","356339","0.0-17.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","244","357442","0.0-17.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","245","358544","0.0-17.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","246","359646","0.0-17.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","247","360748","0.0-17.0-0.0-0.6","null","test","A","",""
"","","","html-keyboard-response","248","361050","0.0-17.0-0.0-0.7","","test","B","",""
